HeatOutputPercent,MixedAirTemp,OutdoorAirEnthalpyReference,SpacePressActive,SpaceRelativeHumidityActive,SpaceTemp,SupplyAirPress,SupplyAirTemp,SupplyAirTempSetpoint
0.0,65.8434,25.0235,0.0286,52.1628,68.6877,1.9751,55.4563,57.0
0.0,65.8434,25.3036,0.0327,52.1628,68.6877,1.9751,58.1926,57.0
0.0,65.8434,25.4436,0.0289,51.1253,68.6877,1.9711,58.1926,57.0
0.0,66.5635,25.6536,0.031,52.346,68.6877,1.9671,57.0945,57.0
0.0,66.5635,25.6683,0.0327,52.346,68.6877,1.9791,56.1944,57.0
0.0,66.5635,25.9463,0.0323,52.346,69.4798,1.9831,56.1944,57.0
0.0,66.5635,25.8881,0.0323,51.6135,69.4798,1.9791,56.1944,57.0
0.0,67.3915,26.1642,0.0323,51.6135,69.4798,1.9872,56.1944,57.0
0.0,67.3915,26.1642,0.0063,51.6135,69.4798,1.9872,56.1944,57.0
0.0,68.1296,26.4402,0.0043,48.1345,71.1899,1.9831,56.1944,57.0
0.0,69.0477,26.6473,0.0333,50.4234,71.1899,1.9791,57.0045,57.0
0.0,69.0477,26.7891,0.0316,51.0337,69.4798,1.9671,57.8326,57.0
0.0,69.0477,27.2679,0.0309,50.3623,69.4798,1.9751,56.8245,57.0
0.0,69.0477,27.5985,0.0301,50.3623,69.4798,1.9671,56.8245,57.0
0.0,69.8578,27.9362,0.0262,51.3389,68.6517,1.9751,56.1044,57.0
0.0,69.8578,28.5282,0.0268,51.3389,68.6517,1.9671,57.1845,57.0
0.0,69.8578,28.7766,0.0245,51.3389,68.6517,1.9671,57.1845,57.0
0.0,69.8578,29.059,0.0252,51.9187,68.6517,1.9591,57.1845,57.0
0.0,69.8578,29.226,0.0255,51.9187,68.6517,1.9591,57.1845,57.0
0.0,68.7597,28.9657,0.0255,52.7427,67.8956,1.9671,56.4644,57.0
59.55,68.7597,28.9006,0.0239,53.8108,67.8956,1.951,57.4545,57.0
40.785,69.9478,29.1944,0.0248,51.2778,68.9577,1.9149,57.4545,57.0
2.82,69.9478,29.1608,0.0242,53.1699,68.1656,1.9591,57.4545,57.0
7.505,69.0477,29.316,0.0236,54.8179,68.1656,1.9671,57.4545,57.0
78.36,69.0477,29.5703,0.0226,53.292,68.1656,1.8667,56.8245,57.0
0.0,69.7678,29.4662,0.0237,52.4985,68.1656,1.9591,56.8245,57.0
0.0,68.7597,29.4031,0.024,53.8718,68.1656,1.9591,57.4545,57.0
69.105,68.7597,29.2769,0.0193,52.6511,68.1656,1.9069,56.8245,57.0
0.0,69.5878,29.0245,0.0216,49.874,69.1197,1.951,56.8245,57.0
0.0,68.3996,28.8708,0.0205,52.4985,69.1197,1.9631,56.8245,57.0
0.0,67.6616,28.6164,0.022,52.4985,68.1296,1.9671,56.8245,57.0
0.0,67.6616,28.2984,0.0199,52.4985,68.1296,1.9671,57.4545,57.0
0.0,67.6616,28.1712,0.0202,52.4985,68.1296,1.9671,57.4545,57.0
0.0,67.6616,27.879,0.022,47.8599,70.8299,1.9791,57.4545,57.0
0.0,67.6616,27.6226,0.021,53.0784,69.7138,1.9791,57.4545,57.0
0.0,67.6616,27.5798,0.0205,53.9023,69.7138,1.9711,55.0963,55.0
0.0,67.6616,27.4689,0.0194,47.9514,71.3519,2.0032,55.0963,55.0
0.0,66.7615,27.1436,0.021,50.698,69.4437,1.9992,55.0963,55.0
0.0,65.9334,27.0134,0.0046,50.698,69.4437,1.9952,55.0963,55.0
0.0,65.9334,26.6985,0.0037,47.4937,70.1458,1.9831,55.0963,55.0
0.0,65.9334,26.5673,0.0217,54.238,67.9676,1.9992,55.0963,55.0
0.0,65.0153,26.7069,0.0222,53.4446,67.9676,1.9992,55.0963,55.0
0.0,65.0153,26.7069,0.0208,53.4446,66.9775,1.9912,55.0963,55.0
0.0,65.0153,26.3051,0.0043,53.4446,66.9775,1.9952,55.0963,55.0
0.0,65.0153,26.1739,0.0226,54.238,66.9775,1.9912,55.0963,55.0
0.0,65.0153,26.3106,0.006,53.5972,66.9775,2.0032,55.0963,55.0
0.0,65.0153,26.3106,0.0211,54.1465,67.7336,1.9992,55.0963,55.0
0.0,65.8434,26.4472,0.0199,53.4141,67.7336,2.0032,55.0963,55.0
0.0,65.8434,26.5839,0.0213,53.4141,68.4897,2.0072,55.0963,55.0
0.0,65.8434,26.7205,0.0213,53.4141,68.4897,2.0072,55.0963,55.0
0.0,65.8434,26.9907,0.0213,53.4141,68.4897,2.0072,55.0963,55.0
0.0,65.8434,27.3284,0.0042,55.7029,68.4897,2.0153,55.0963,55.0
0.0,65.8434,27.3284,0.0237,55.7029,67.3015,2.0313,55.0963,55.0
0.0,65.8434,27.4635,0.0249,55.7029,67.3015,2.0193,55.0963,55.0
0.0,65.1053,27.6055,0.0223,57.0762,66.4734,2.0112,55.0963,55.0
0.0,65.1053,27.7416,0.0223,57.656,66.4734,2.0233,55.0963,55.0
0.0,65.1053,27.7416,0.0223,58.3884,66.4734,2.0193,55.0963,55.0
100.0,65.1053,27.6055,0.0223,58.3884,66.4734,1.9189,55.0963,55.0
100.0,67.3915,27.6055,0.0222,51.8882,68.6517,1.8988,55.1863,55.0
17.76,67.3915,27.7476,0.0216,52.5291,68.6517,1.9831,55.1863,55.0
100.0,67.3915,27.6105,0.0222,53.2615,68.6517,1.9189,55.1863,55.0
0.0,67.3915,27.6105,0.0219,50.4234,68.6517,1.951,55.1863,55.0
82.105,66.1134,27.6105,0.0214,54.3906,67.1755,1.9591,55.1863,55.0
55.285,67.7516,27.7476,0.0219,49.3247,69.3177,1.8908,55.1863,55.0
18.055,66.3834,27.7476,0.0226,53.0173,67.5356,1.9992,55.1863,55.0
100.0,66.3834,27.7476,0.0234,51.522,68.5617,1.9069,55.1863,55.0
0.0,66.3834,27.7476,0.022,51.522,68.5617,1.9952,55.1863,55.0
100.0,65.8434,27.8846,0.0164,53.7803,67.7336,1.9591,54.4662,55.0
37.415,67.3915,27.7476,0.0182,48.989,69.4077,1.8908,54.4662,55.0
21.08,65.4834,27.7416,0.0178,52.5901,67.5356,1.9992,55.3663,55.0
100.0,66.3834,27.6055,0.0196,51.1253,68.6157,1.8908,55.3663,55.0
0.0,66.3834,27.4695,0.0213,51.1253,68.6157,1.9831,55.3663,55.0
100.0,65.5734,27.2608,0.0222,53.5667,67.6976,1.9069,55.3663,55.0
16.995,67.0315,26.9932,0.0191,49.5994,69.0837,1.943,55.3663,55.0
51.2,65.5734,27.1308,0.0204,53.2615,67.3375,1.9952,54.7363,55.0
87.52,66.5635,26.9932,0.02,49.874,68.8857,1.8988,54.7363,55.0
0.0,66.5635,26.9932,0.02,50.9727,67.9676,1.9831,54.7363,55.0
100.0,66.5635,26.9932,0.021,51.8882,67.9676,1.8988,54.7363,55.0
0.47,66.5635,26.8556,0.022,49.9351,68.8137,1.943,54.7363,55.0
82.825,65.4834,26.9932,0.0208,53.5056,67.2115,1.943,54.7363,55.0
56.28,67.0315,26.8571,0.022,49.6299,69.0837,1.8948,54.7363,55.0
12.13,65.8434,26.8571,0.022,51.9797,67.7336,1.9831,54.7363,55.0
100.0,65.8434,26.8571,0.0231,51.9797,68.4897,1.8868,54.7363,55.0
3.21,65.8434,26.7891,0.0217,50.7285,68.4897,1.9872,54.7363,55.0
100.0,65.8434,26.7882,0.0223,53.2615,67.6616,1.9069,54.7363,55.0
7.08,67.0315,26.9253,0.0216,48.6839,69.2817,1.943,54.7363,55.0
49.105,65.3933,26.7891,0.0211,52.7122,67.3375,1.9872,54.7363,55.0
88.83,66.5635,26.7891,0.0187,49.8435,68.8497,1.8868,54.7363,55.0
17.35,66.5635,26.653,0.0216,51.3389,67.9676,1.9791,54.7363,55.0
100.0,66.5635,26.517,0.0225,51.3389,67.9676,1.9069,55.5464,55.0
0.0,66.5635,26.5141,0.0225,50.4234,67.9676,1.943,54.7363,55.0
99.23,65.8434,26.5141,0.0225,53.6277,67.9676,1.943,54.7363,55.0
32.23,68.3996,26.6512,0.0202,48.6533,69.4798,1.8788,54.7363,55.0
14.165,67.0315,26.7882,0.022,52.4985,67.6076,1.9872,54.7363,55.0
100.0,68.0396,26.9938,0.0225,50.6675,68.6517,1.8828,54.7363,55.0
0.0,69.1377,27.1308,0.0222,50.6675,68.6517,1.9831,54.7363,55.0
84.93,67.6616,27.405,0.0216,53.6887,67.4095,1.935,54.7363,55.0
22.615,69.8578,27.5985,0.0222,48.7144,69.2817,1.939,54.7363,55.0
12.275,68.8497,27.8687,0.0222,52.1018,67.6976,1.9952,54.7363,55.0
92.22,70.4158,28.0713,0.0229,50.0877,68.8857,1.8788,54.7363,55.0
0.0,70.4158,28.3415,0.0217,50.6675,68.8857,1.9872,54.7363,55.0
59.03,70.4158,28.9494,0.0223,53.0173,67.5356,1.9671,54.7363,55.0
11.74,71.3339,29.2871,0.022,48.1651,69.2457,1.951,54.7363,55.0
0.0,70.5959,29.5753,0.0197,51.7661,67.8596,1.9912,54.7363,55.0
90.63,70.5959,29.6797,0.021,51.0642,67.8596,1.8988,54.7363,55.0
0.0,70.5959,29.6815,0.02,50.0266,68.6157,1.9831,55.5464,55.0
63.505,68.0396,29.8117,0.0144,53.0479,67.4995,1.9751,55.5464,55.0
40.3,70.3258,29.9694,0.0181,48.2261,69.4077,1.9029,54.7363,55.0
0.0,69.4077,29.8017,0.0205,51.2778,67.8596,1.9872,54.7363,55.0
100.0,69.4077,29.8883,0.02,50.4539,67.8596,1.8788,54.7363,55.0
0.0,70.2358,29.8449,0.0193,48.7144,68.6157,1.9791,54.7363,55.0
76.97,69.2277,29.7643,0.0184,50.7285,67.3375,1.943,54.7363,55.0
25.02,70.6859,29.1871,0.0158,44.5335,69.4437,1.9069,54.7363,55.0
10.155,69.5878,28.426,0.0196,45.9983,67.7336,1.955,54.7363,55.0
100.0,70.3258,28.7751,0.0219,42.0005,68.4536,1.8747,54.7363,55.0
7.95,70.3258,28.3548,0.0202,37.2398,68.4536,1.9189,55.3663,55.0
28.9,68.9577,27.8873,0.0191,38.3995,67.5716,1.935,53.3681,55.0
82.74,70.5059,28.1763,0.0173,36.3243,69.1197,1.8426,56.0144,55.0
0.0,69.7678,27.9977,0.0173,37.3313,68.0936,1.9269,56.0144,55.0
100.0,69.7678,26.7174,0.0161,36.6294,68.0936,1.8507,56.8245,55.0
0.0,69.7678,26.489,0.017,33.6082,68.9217,1.9069,56.8245,55.0
55.495,68.6697,26.7357,0.0194,35.7139,67.3735,1.935,55.9244,55.0
61.96,70.0558,26.4561,0.02,31.2278,69.2817,1.8386,55.2763,55.0
0.0,68.4897,26.6302,0.02,33.242,67.8596,1.931,55.2763,55.0
100.0,68.4897,26.3516,0.0204,32.2349,67.8596,1.8426,56.6445,55.0
0.0,68.4897,25.9858,0.0216,32.2349,68.6157,1.9189,56.6445,55.0
78.09,66.2034,25.7767,0.0168,37.5755,67.3015,1.8948,56.6445,55.0
53.97,67.3915,26.1204,0.0139,36.1717,69.2457,1.8587,55.6364,55.0
13.515,65.4834,26.0505,0.0204,38.4605,67.6616,1.943,53.6562,55.0
100.0,65.4834,25.0389,0.0196,35.8665,68.5617,1.8587,55.7264,55.0
0.0,65.4834,24.4513,0.0179,35.0425,68.5617,1.943,55.7264,55.0
100.0,64.2952,23.6576,0.0211,35.0425,67.5356,1.8667,53.4762,55.0
35.915,65.5734,23.204,0.0211,31.4415,69.1197,1.8747,56.7345,55.0
50.05,63.7372,22.6784,0.0205,33.4251,67.3735,1.939,54.4662,55.0
90.115,64.9253,22.5098,0.0216,30.6785,68.9577,1.8507,56.6445,55.0
10.76,64.1152,22.2969,0.0216,31.9908,67.7336,1.947,54.0162,55.0
100.0,64.1152,22.2497,0.0167,30.2513,68.4897,1.8707,55.8344,55.0
15.69,64.8353,21.6733,0.0188,30.2513,68.4897,1.9109,53.1881,55.0
100.0,64.0072,21.6206,0.0182,30.2513,68.4897,1.8667,56.0144,55.0
10.725,64.9253,20.9915,0.0182,27.6268,68.4897,1.9029,53.9262,55.0
89.645,63.3771,20.7056,0.0182,28.9696,67.2115,1.8667,55.0063,55.0
57.055,64.7453,20.3625,0.017,25.46,69.1557,1.8707,56.5545,55.0
35.18,63.3771,20.5844,0.0175,27.2606,67.5356,1.931,53.4762,55.0
99.27,64.3852,20.2481,0.0175,24.8497,68.8137,1.8547,54.6463,55.0
15.525,64.3852,20.1909,0.0188,25.7042,68.0936,1.931,56.3744,55.0
100.0,63.7372,20.2847,0.0182,25.1549,68.0936,1.8587,56.3744,55.0
12.825,63.7372,20.2847,0.0153,25.1549,68.0936,1.9069,53.8362,55.0
100.0,63.0171,20.052,0.0162,26.345,68.0936,1.8667,54.6463,55.0
14.48,64.2052,19.7612,0.0165,23.7816,68.9577,1.9069,56.1944,55.0
100.0,62.6571,19.4308,0.0178,24.8802,67.4635,1.8707,56.1944,55.0
29.98,64.2052,19.0653,0.0178,21.4928,69.4437,1.8426,56.1944,55.0
56.11,62.189,19.1424,0.0197,24.4835,67.2115,1.935,54.0162,55.0
97.74,63.4671,19.1424,0.0222,22.4083,68.8137,1.8747,55.7264,55.0
2.155,63.4671,18.7963,0.0214,23.3848,68.0036,1.935,53.8362,55.0
100.0,62.6571,18.7386,0.0219,23.1407,68.0036,1.8667,56.1044,55.0
0.0,63.6472,18.5977,0.0223,21.7674,68.9217,1.9069,55.4563,55.0
100.0,61.829,18.5977,0.0196,23.8121,67.2115,1.939,56.1044,55.0
67.415,63.3771,18.1893,0.0245,20.0584,69.2457,1.8507,56.1044,55.0
24.29,62.009,18.1321,0.021,21.5538,67.3735,1.939,56.1044,55.0
100.0,62.009,17.9034,0.0236,19.9059,68.5617,1.8466,54.5563,55.0
0.0,62.6571,17.9888,0.0219,20.3636,68.5617,1.9189,54.5563,55.0
100.0,62.009,17.789,0.0225,20.0584,68.5617,1.8667,54.5563,55.0
26.775,63.0171,17.758,0.0225,18.9903,68.5617,1.8707,56.1944,55.0
100.0,61.649,17.758,0.0225,20.8214,67.3735,1.8707,55.3663,55.0
31.785,63.3771,17.8414,0.022,18.5326,69.3177,1.8426,54.5563,55.0
64.995,61.3789,17.758,0.022,21.3707,67.2115,1.935,53.8362,55.0
76.235,62.5491,17.3887,0.0202,17.8001,69.1197,1.8507,56.3744,55.0
43.585,61.3789,17.1599,0.0211,18.9598,67.3735,1.935,55.6364,55.0
84.435,62.279,17.0243,0.0226,16.3353,69.0117,1.8547,54.1962,55.0
38.715,61.559,16.9884,0.0217,18.3495,67.5356,1.931,56.1044,55.0
84.575,62.279,16.9884,0.0197,16.4879,69.0837,1.8466,54.1962,55.0
37.725,61.4689,16.9505,0.0229,18.4105,67.5356,1.931,54.1962,55.0
80.975,62.279,16.9505,0.022,16.7931,69.1197,1.8426,56.1044,55.0
39.785,61.1989,16.9505,0.0228,18.5936,67.5356,1.9269,54.6463,55.0
81.965,62.279,16.9505,0.0228,16.8236,69.0837,1.8386,56.1944,55.0
38.145,61.2889,16.8351,0.0231,18.6546,67.4095,1.9229,55.3663,55.0
82.24,62.189,16.8351,0.0239,16.7931,68.9217,1.8507,55.3663,55.0
35.22,61.1989,16.7198,0.0225,18.4105,67.6616,1.9229,55.3663,55.0
85.17,61.919,16.7361,0.0228,16.671,68.9577,1.8507,56.1044,55.0
40.535,61.0909,16.4582,0.0222,18.441,67.5356,1.931,54.6463,55.0
87.875,61.829,16.3408,0.0226,16.5489,68.9217,1.8426,56.0144,55.0
36.595,61.0009,16.2707,0.0234,18.0443,67.5716,1.939,53.9262,55.0
80.045,61.919,16.3408,0.0234,16.2743,68.9577,1.8587,54.5563,55.0
46.875,60.7309,16.1648,0.0229,17.6781,67.5356,1.931,55.5464,55.0
77.63,61.829,16.1648,0.0229,15.786,69.0837,1.8667,54.0162,55.0
49.77,60.6409,16.1648,0.0234,17.617,67.3375,1.9269,55.6364,55.0
80.335,61.919,16.1648,0.0237,15.6639,69.1197,1.8507,53.4762,55.0
32.19,60.7309,16.0475,0.0231,17.617,67.3735,1.939,55.6364,55.0
99.27,61.649,16.0475,0.0231,15.847,68.7597,1.8466,55.6364,55.0
21.965,61.649,16.1648,0.0237,17.3119,67.7336,1.943,54.4662,55.0
100.0,61.649,16.1648,0.0223,16.1217,68.6157,1.8507,55.3663,55.0
15.29,61.649,16.0962,0.0233,17.1898,67.8596,1.939,54.1062,55.0
100.0,61.649,16.0962,0.0233,15.6639,68.6157,1.8507,54.1062,55.0
22.445,61.649,15.9122,0.0262,15.6639,68.6157,1.931,54.1062,55.0
100.0,62.279,15.7969,0.0245,14.8094,68.6157,1.8507,55.3663,55.0
22.165,62.279,15.9122,0.0245,15.3893,68.6157,1.935,55.3663,55.0
97.38,62.279,16.0276,0.0233,14.077,68.6157,1.8587,53.4762,55.0
14.855,63.0171,16.143,0.0226,14.9315,68.6157,1.947,53.4762,55.0
100.0,63.0171,16.1306,0.021,14.9315,68.6157,1.8747,53.4762,55.0
4.345,63.0171,16.3593,0.0187,14.9315,68.6157,1.935,54.9163,55.0
100.0,63.7372,16.4006,0.0214,15.3587,67.6976,1.8667,54.9163,55.0
17.2,63.7372,16.4006,0.0205,14.7789,68.6157,1.9189,56.1044,55.0
100.0,63.7372,16.4737,0.0202,16.4574,67.5356,1.8547,55.2763,55.0
7.505,64.3852,16.6841,0.0239,15.0536,68.9217,1.9269,55.2763,55.0
100.0,63.3771,16.874,0.0233,16.5489,67.3015,1.8587,56.3744,55.0
34.925,65.1053,17.002,0.0245,14.5653,69.1197,1.9029,53.9262,55.0
71.71,63.6472,17.1944,0.022,16.732,67.3375,1.9069,56.3744,55.0
45.43,65.3933,17.3392,0.0233,14.2601,69.4077,1.8587,54.4662,55.0
43.05,64.1152,17.5912,0.0233,16.8846,67.3735,1.935,53.5662,55.0
58.91,65.0153,17.8701,0.0242,14.5958,69.2457,1.8707,56.4644,55.0
35.55,64.0072,17.9258,0.0233,16.4574,67.3735,1.943,53.7462,55.0
85.47,65.4834,18.1693,0.0197,15.3282,68.9577,1.8587,56.3744,55.0
7.925,64.4753,18.3715,0.0205,16.4574,67.8056,1.943,56.3744,55.0
100.0,64.4753,18.5558,0.0234,15.6334,67.8056,1.8747,54.0162,55.0
0.0,65.1953,18.571,0.0237,15.6334,68.4897,1.931,56.6445,55.0
100.0,64.1152,18.5842,0.0234,16.0301,67.5356,1.8667,53.5662,55.0
19.45,65.5734,18.6384,0.0239,13.9549,69.4077,1.8747,56.4644,55.0
55.28,63.7372,18.7469,0.0239,16.7626,67.2115,1.943,55.3663,55.0
68.21,65.1053,18.5515,0.0242,14.5653,69.2457,1.8466,55.3663,55.0
18.815,64.0072,18.488,0.0231,16.5489,67.4995,1.943,56.0144,55.0
93.245,64.0072,18.4757,0.0205,14.5958,68.9217,1.8507,55.2763,55.0
7.55,63.2871,18.4757,0.0234,16.2132,67.8056,1.935,55.2763,55.0
100.0,63.2871,18.3673,0.0243,15.5419,68.4897,1.8547,54.6463,55.0
0.345,63.2871,18.2426,0.0248,15.9386,68.4897,1.931,55.3663,55.0
100.0,61.919,18.0785,0.0243,16.2743,68.4897,1.8587,54.1062,55.0
19.38,62.6571,17.8701,0.0248,15.6944,68.4897,1.9109,55.1863,55.0
100.0,61.0009,17.7326,0.022,17.9833,67.1755,1.8707,55.1863,55.0
27.44,62.369,17.4244,0.0237,15.9386,68.9577,1.9109,53.5662,55.0
100.0,61.0909,17.4244,0.0248,17.7391,67.3015,1.8747,56.0144,55.0
36.075,62.369,17.3687,0.0248,14.5348,69.4437,1.8426,53.5662,55.0
66.475,60.5509,17.1754,0.0242,16.3963,67.0675,1.943,56.1044,55.0
98.215,61.739,16.568,0.0242,14.2296,68.7597,1.8587,53.6562,55.0
2.92,61.739,16.5331,0.0246,15.0231,67.7696,1.935,56.2844,55.0
100.0,60.7309,16.366,0.0249,14.5348,67.7696,1.8707,55.3663,55.0
1.825,60.7309,16.2545,0.0249,13.9855,68.6157,1.9109,53.8362,55.0
100.0,60.0108,16.3276,0.0243,15.4808,67.2115,1.8707,54.9163,55.0
51.125,61.4689,16.2152,0.0243,13.4056,69.2097,1.8507,55.8344,55.0
81.505,59.9208,15.9203,0.0231,15.1756,67.1755,1.939,55.8344,55.0
55.355,61.1989,15.8646,0.0251,13.1005,69.2457,1.8466,55.8344,55.0
71.51,59.7408,15.8646,0.0251,15.1146,67.2115,1.939,55.8344,55.0
56.895,60.8209,15.7532,0.0248,13.131,69.0837,1.8587,54.6463,55.0
77.015,59.5608,15.5303,0.0222,14.7179,67.3375,1.931,54.0162,55.0
50.545,61.0009,15.4189,0.0225,12.5206,69.1557,1.8587,55.0963,55.0
87.82,59.4527,15.3632,0.0249,13.9244,67.2115,1.939,55.0963,55.0
42.96,60.7309,15.3632,0.0246,11.8187,69.0837,1.8587,55.0963,55.0
96.78,59.5608,14.9787,0.0251,13.3446,67.3735,1.9229,55.0963,55.0
35.905,61.0009,14.9787,0.0251,11.0863,69.2457,1.8466,55.0963,55.0
88.12,59.0927,14.7565,0.0251,13.2225,67.0675,1.947,55.0963,55.0
72.37,60.5509,14.7565,0.0251,11.3304,69.1197,1.8547,55.0963,55.0
39.61,59.0927,14.6431,0.0254,13.2225,67.3735,1.935,55.0963,55.0
100.0,60.1908,14.5297,0.0246,12.0934,68.7237,1.8507,55.0963,55.0
18.28,59.2727,14.4149,0.0251,13.3446,67.6616,1.9269,55.0963,55.0
100.0,59.2727,14.2395,0.0251,12.7648,68.4897,1.8587,55.0963,55.0
11.57,59.2727,14.0665,0.0245,13.4361,68.4897,1.9189,54.4662,55.0
100.0,59.2727,14.1183,0.0257,13.4361,68.4897,1.8627,55.2763,55.0
6.76,60.0108,13.9355,0.0222,13.1005,68.4897,1.9109,55.2763,55.0
100.0,58.2826,13.8181,0.0222,14.3517,67.3735,1.8667,55.2763,55.0
32.01,60.0108,13.5712,0.0233,12.3375,69.2457,1.8466,55.2763,55.0
98.715,58.1026,13.4529,0.0248,14.4127,67.0135,1.939,54.5563,55.0
67.96,59.7408,13.2597,0.0254,12.5511,69.2097,1.8507,55.6364,55.0
55.815,57.9226,13.2431,0.0245,14.2601,67.1755,1.931,54.5563,55.0
93.53,59.1827,13.0435,0.0254,12.7037,68.9217,1.8466,55.2763,55.0
32.92,58.5527,13.0435,0.0243,14.016,67.5356,1.939,54.5563,55.0
100.0,59.2727,12.9222,0.0222,12.6122,68.5617,1.8466,55.6364,55.0
15.935,59.2727,12.9222,0.0217,13.192,68.5617,1.931,54.7363,55.0
100.0,59.2727,12.8822,0.0217,12.6122,68.5617,1.8667,54.7363,55.0
16.105,60.0108,12.9222,0.0217,11.6661,68.5617,1.9189,54.7363,55.0
100.0,58.8227,12.9615,0.0228,10.6285,67.6616,1.8507,54.7363,55.0
35.22,59.8308,12.9205,0.0248,8.1566,68.9577,1.8948,54.1062,55.0
100.0,58.6427,12.8385,0.0248,9.1027,67.6076,1.8547,54.7363,55.0
17.21,59.9208,12.8385,0.0254,7.7599,68.9577,1.9029,54.7363,55.0
100.0,58.4626,12.6058,0.0249,8.828,67.3375,1.8507,54.7363,55.0
48.275,59.7408,12.5476,0.0229,7.1495,69.1197,1.8707,54.7363,55.0
71.295,58.1926,12.3149,0.0222,8.7975,67.3375,1.9229,54.7363,55.0
52.975,59.7408,12.1986,0.0254,7.119,69.4077,1.8587,54.7363,55.0
34.75,58.2826,12.024,0.0262,9.2552,67.3735,1.943,54.7363,55.0
82.83,59.4527,11.9077,0.0254,8.2176,69.0837,1.8466,55.6364,55.0
0.0,58.5527,11.8235,0.0269,9.2858,67.8056,1.943,54.6463,55.0
97.225,58.5527,11.7061,0.0329,8.5533,68.6877,1.8587,55.2763,55.0
0.0,58.5527,11.5598,0.0324,9.2552,67.9676,1.943,55.2763,55.0
100.0,59.6508,11.4702,0.0329,8.6144,67.9676,1.8587,55.2763,55.0
0.0,59.6508,11.4702,0.0281,9.1942,67.9676,1.939,55.2763,55.0
100.0,60.4608,11.5895,0.0313,9.4383,67.9676,1.8908,55.2763,55.0
0.0,62.369,11.619,0.033,8.4618,69.0837,1.9269,56.0144,55.0
54.195,61.2889,11.8235,0.0336,8.8585,67.4095,1.951,55.0963,55.0
1.235,63.2871,12.163,0.0315,6.1425,69.7138,1.9029,53.4762,55.0
0.0,62.189,12.3561,0.0315,6.9664,67.9316,1.951,53.4762,55.0
82.995,62.9271,12.5924,0.0315,6.0509,67.9316,1.8788,55.0963,55.0
0.0,63.7372,12.8251,0.0315,6.0509,68.6517,1.935,54.2862,55.0
40.35,62.6571,13.3781,0.0329,6.9969,67.5356,1.955,54.2862,55.0
30.64,64.8353,13.5442,0.035,5.4406,69.4077,1.8828,54.9163,55.0
0.0,64.0072,13.9725,0.035,6.8138,67.9676,1.947,54.9163,55.0
78.965,64.8353,14.2387,0.0294,6.3256,67.9676,1.8707,54.9163,55.0
0.0,64.8353,14.5582,0.0324,6.5087,67.9676,1.943,54.1062,55.0
60.45,63.9172,14.8244,0.0333,6.173,67.9676,1.951,55.3663,55.0
0.0,65.8434,15.4101,0.0327,4.0978,69.4437,1.9069,53.8362,55.0
0.0,64.7453,15.6052,0.0327,4.8302,67.8956,1.943,55.1863,55.0
73.38,64.7453,15.9,0.0303,4.3114,67.8956,1.8667,55.1863,55.0
0.0,65.8434,16.109,0.0316,3.8536,68.6157,1.931,54.1962,55.0
41.62,65.1053,16.235,0.0301,4.403,67.4995,1.931,53.1881,55.0
23.43,66.5635,16.3365,0.0304,3.2738,69.5518,1.8627,54.1062,55.0
0.0,65.1053,16.692,0.0265,5.7152,68.1296,1.939,55.1863,55.0
32.635,65.1053,16.7224,0.0265,6.5392,68.1296,1.943,56.6445,55.0
49.725,66.2034,17.1607,0.0278,5.1049,68.9217,1.8788,54.2862,55.0
9.19,65.4834,16.8913,0.0249,6.173,68.9217,1.9269,53.1881,55.0
9.19,65.4834,16.9508,0.0269,6.9664,67.9676,1.943,54.4662,55.0
45.545,65.4834,17.0464,0.0275,7.119,67.9676,1.943,56.1944,55.0
57.34,65.4834,17.0464,0.0229,5.7152,68.6517,1.8868,54.6463,55.0
27.015,65.4834,17.2329,0.0229,4.8302,68.6517,1.9269,53.4762,55.0
85.89,65.4834,17.1425,0.0214,4.0978,68.6517,1.8627,56.1044,55.0
0.0,65.4834,17.2363,0.0211,3.7316,68.6517,1.9189,54.1962,55.0
100.0,64.0072,17.0464,0.026,4.464,67.8596,1.8627,56.0144,55.0
0.0,65.2853,17.1421,0.0252,3.4569,69.2457,1.9029,55.2763,55.0
62.95,63.6472,16.8599,0.0228,4.7997,67.3375,1.935,55.2763,55.0
70.175,64.7453,16.8599,0.0236,3.0602,69.2457,1.8466,53.4762,55.0
9.09,63.6472,16.7662,0.022,4.0062,67.6616,1.935,56.1944,55.0
97.73,64.5653,16.7194,0.022,3.3349,68.7597,1.8466,54.4662,55.0
9.435,63.6472,16.7165,0.0226,3.8842,67.9676,1.9229,56.0144,55.0
100.0,63.6472,16.6219,0.0226,4.3724,67.9676,1.8667,56.0144,55.0
0.0,63.6472,16.3447,0.0223,4.6471,67.9676,1.9189,54.1962,55.0
100.0,62.189,16.3852,0.0243,5.8678,67.9676,1.8948,55.0963,55.0
100.0,62.189,16.3402,0.0237,6.0509,67.9676,1.8667,56.3744,55.0
100.0,62.9271,16.3561,0.0234,7.7294,67.9676,1.8948,56.3744,55.0
100.0,62.279,16.2913,0.0234,9.6215,67.9676,1.9149,56.3744,55.0
100.0,62.279,16.291,0.0243,9.6215,67.9676,1.8908,55.1863,55.0
95.43,62.9271,16.1555,0.024,9.1332,68.8137,1.8587,54.5563,55.0
13.365,62.189,16.231,0.0222,11.2999,67.9316,1.9189,54.5563,55.0
100.0,62.189,16.049,0.0239,12.246,67.9316,1.8507,53.8362,55.0
