HeatOutputPercent,MixedAirTemp,OutdoorAirEnthalpyReference,SpacePressSetpoint,SpacePressActive,SpaceRelativeHumidityActive,SpaceTemp,SpaceTempSetpointActive,SupplyAirPress,SupplyAirTemp,SupplyAirTempSetpoint
100.0,66.9415,26.3051,0.05,0.0271,47.9068,69.2097,61.25,2.3525,55.0963,55.0
78.075,66.2034,26.1739,0.05,0.0326,50.7754,67.2115,61.25,2.4328,55.0963,55.0
12.665,67.6616,26.3106,0.05,0.0283,46.5335,68.9217,61.25,2.4488,55.0963,55.0
98.075,67.6616,26.3106,0.05,0.0318,49.8904,68.9217,61.25,2.3364,55.0963,55.0
64.665,66.5635,26.4472,0.05,0.0335,52.0877,67.1395,61.25,2.4729,55.0963,55.0
11.935,68.3996,26.5839,0.05,0.0315,46.8081,69.1557,61.25,2.4488,55.0963,55.0
100.0,67.6616,26.7205,0.05,0.0315,48.6087,69.1557,61.25,2.3444,54.3762,55.0
74.58,67.6616,26.9907,0.05,0.033,51.752,67.1755,61.25,2.4689,54.3762,55.0
18.78,68.3996,27.3284,0.05,0.0295,48.7918,68.6517,61.25,2.4568,54.3762,55.0
96.075,68.3996,27.3284,0.05,0.0323,48.7918,68.6517,61.25,2.3525,55.6364,55.0
92.205,67.0315,27.4635,0.05,0.0358,52.6675,67.3375,61.25,2.3926,55.0063,55.0
29.13,68.1296,27.6055,0.05,0.0333,48.7307,68.5257,61.25,2.4689,54.2862,55.0
74.88,68.1296,27.7416,0.05,0.0333,47.51,69.6418,61.25,2.3525,55.2763,55.0
100.0,67.3915,27.7416,0.05,0.032,52.5454,67.5716,61.25,2.3685,55.2763,55.0
19.455,68.3996,27.6055,0.05,0.0327,51.0501,67.5716,61.25,2.4809,55.2763,55.0
80.3,68.6697,27.6055,0.05,0.0315,47.7542,69.6058,61.1492,2.3525,55.4563,55.0
100.0,67.3915,27.7476,0.05,0.0309,51.813,67.8056,61.1492,2.3605,55.4563,55.0
19.0,68.1296,27.6105,0.05,0.0309,50.4397,67.8056,61.1492,2.489,54.5563,55.0
74.355,68.8497,27.6105,0.05,0.0309,46.8081,69.6418,61.1492,2.3404,54.5563,55.0
100.0,67.0315,27.6105,0.05,0.0316,53.2473,67.3735,61.1492,2.3766,55.3663,55.0
14.56,68.3996,27.7476,0.05,0.0303,49.3411,68.4897,61.1492,2.4769,55.3663,55.0
100.0,68.3996,27.7476,0.05,0.0318,49.3411,68.4897,61.1492,2.3525,55.3663,55.0
79.55,67.2115,27.7476,0.05,0.031,52.6675,67.2115,61.1492,2.489,55.3663,55.0
14.355,68.3996,27.7476,0.05,0.0301,47.5406,69.1197,61.1492,2.4488,55.3663,55.0
90.63,67.8596,27.8846,0.05,0.0246,48.5781,69.1197,61.1492,2.3725,54.8263,55.0
74.575,66.3834,27.7476,0.05,0.0271,52.7285,67.1035,61.1492,2.509,54.8263,55.0
16.715,68.0396,27.7416,0.05,0.0275,46.8386,69.2817,61.1492,2.4729,54.8263,55.0
100.0,66.8515,27.6055,0.05,0.0283,50.0735,68.3636,61.1492,2.3806,54.8263,55.0
65.47,66.8515,27.4695,0.05,0.0304,51.9961,67.2115,61.1492,2.493,54.8263,55.0
24.135,68.0396,27.2608,0.05,0.0312,46.8997,69.0837,61.1492,2.4488,54.8263,55.0
100.0,67.3015,26.9932,0.05,0.028,49.4937,69.0837,61.1492,2.3444,54.8263,55.0
60.455,67.3015,27.1308,0.05,0.0309,51.5994,67.4995,61.1492,2.4809,54.8263,55.0
35.945,68.0396,26.9932,0.05,0.0301,47.9983,69.2457,61.1492,2.4448,54.8263,55.0
100.0,68.0396,26.9932,0.05,0.0289,49.28,69.2457,61.1492,2.3725,54.8263,55.0
65.195,66.5635,26.9932,0.05,0.0289,51.0501,67.2115,61.1492,2.4849,54.8263,55.0
25.155,68.1296,26.8556,0.05,0.0313,46.1367,69.6778,61.1492,2.4328,54.8263,55.0
100.0,67.0315,26.9932,0.05,0.0313,50.2566,68.4897,61.1492,2.3324,54.8263,55.0
20.015,67.0315,26.8571,0.05,0.0309,50.2566,67.5716,61.1492,2.4769,54.8263,55.0
66.96,68.0396,26.8571,0.05,0.0309,49.3716,69.6058,61.1492,2.3284,54.8263,55.0
100.0,65.9334,26.8571,0.05,0.0309,53.9187,66.9055,61.1492,2.3605,54.8263,55.0
21.285,68.0396,26.7891,0.05,0.0316,46.9912,69.1557,61.1492,2.4328,54.8263,55.0
100.0,67.2115,26.7882,0.05,0.0316,49.8294,69.1557,61.1492,2.3565,55.5464,55.0
56.14,67.2115,26.9253,0.05,0.0306,51.4163,67.3735,61.1492,2.4689,55.5464,55.0
53.775,68.0396,26.7891,0.05,0.0295,46.7166,69.7498,61.1492,2.3204,55.5464,55.0
100.0,66.2034,26.7891,0.05,0.0295,51.6604,67.5356,61.1492,2.3886,55.5464,55.0
54.065,68.1296,26.653,0.05,0.0316,46.625,69.7138,61.1492,2.3364,55.5464,55.0
100.0,66.3834,26.517,0.05,0.0316,51.5689,67.4995,61.1492,2.3766,54.7363,55.0
28.435,67.6616,26.5141,0.05,0.0316,49.8599,68.2016,61.1492,2.4408,54.7363,55.0
74.695,67.6616,26.5141,0.05,0.031,46.8081,69.4437,61.1492,2.3485,55.3663,55.0
100.0,67.6616,26.6512,0.05,0.0287,52.3318,67.6976,61.1492,2.3605,55.3663,55.0
32.935,68.3996,26.7882,0.05,0.0313,50.6228,67.6976,61.1492,2.4649,55.3663,55.0
54.11,69.5878,26.9938,0.05,0.0313,46.9912,69.7498,61.1492,2.3605,55.3663,55.0
100.0,68.5797,27.1308,0.05,0.0323,53.1253,67.3735,61.1492,2.3645,55.3663,55.0
6.77,69.4978,27.405,0.05,0.0309,49.219,68.1656,61.1492,2.4649,54.5563,55.0
94.43,70.2358,27.5985,0.05,0.0316,48.5781,69.0837,61.1492,2.3324,55.5464,55.0
66.02,69.4978,27.8687,0.05,0.0316,52.759,67.1395,61.1492,2.4809,55.5464,55.0
16.835,71.514,28.0713,0.05,0.0303,47.8762,68.8857,61.1492,2.4488,54.8263,55.0
99.09,71.514,28.3415,0.05,0.0309,48.5476,68.8857,61.1492,2.3444,54.8263,55.0
20.76,71.514,28.9494,0.05,0.0309,51.4163,67.8056,61.1492,2.4729,54.8263,55.0
32.68,72.7921,29.2871,0.05,0.0316,46.7166,70.0738,61.1492,2.4047,55.6364,55.0
63.38,71.3339,29.5753,0.05,0.0289,53.9797,67.1755,61.1492,2.489,55.6364,55.0
3.855,72.072,29.6797,0.05,0.0301,49.3106,68.9217,61.1492,2.4448,54.6463,55.0
100.0,70.9559,29.6815,0.05,0.0304,48.6697,68.9217,61.1492,2.3444,55.3663,55.0
40.395,69.8578,29.8117,0.05,0.028,50.9585,67.4635,61.1492,2.4689,55.3663,55.0
27.315,72.162,29.9694,0.05,0.0255,46.0757,69.8398,61.1492,2.4047,55.3663,55.0
100.0,70.1458,29.8017,0.05,0.0291,54.0713,66.9055,61.1492,2.4006,55.3663,55.0
24.21,70.8659,29.8883,0.05,0.0297,50.0125,68.0576,61.1492,2.4408,55.3663,55.0
75.31,71.694,29.8449,0.05,0.0289,45.6485,69.6058,61.1492,2.3244,55.3663,55.0
87.315,70.2358,29.7643,0.05,0.0272,50.928,67.3375,61.1492,2.3966,55.3663,55.0
4.63,71.784,29.1871,0.05,0.0223,46.4419,68.9577,61.1492,2.4408,55.3663,55.0
100.0,70.9559,28.426,0.05,0.0289,45.2517,68.9577,61.1492,2.3324,54.7363,55.0
55.35,70.9559,28.7751,0.05,0.0318,45.2517,67.4995,61.1492,2.4127,54.7363,55.0
32.245,72.162,28.3548,0.05,0.028,37.5308,69.5518,61.1492,2.3605,55.5464,55.0
100.0,70.2358,27.8873,0.05,0.0287,40.7657,67.5716,61.1492,2.2682,55.5464,55.0
20.93,70.9559,28.1763,0.05,0.0275,40.7657,67.5716,61.1492,2.3966,55.5464,55.0
66.335,71.964,27.9977,0.05,0.0265,36.951,69.5518,61.1492,2.2842,54.8263,55.0
100.0,69.8578,26.7174,0.05,0.0245,39.3008,67.3735,61.1492,2.3123,56.9145,55.0
28.075,70.5959,26.489,0.05,0.0257,36.3711,68.1296,61.1492,2.3966,55.8344,55.0
57.405,70.5959,26.7357,0.05,0.0284,33.4415,69.7138,61.1492,2.3204,53.0981,55.0
100.0,69.3177,26.4561,0.05,0.0275,36.066,67.3735,61.1492,2.3123,55.6364,55.0
16.495,69.3177,26.6302,0.05,0.0306,34.418,68.1296,61.1492,2.3565,55.6364,55.0
65.595,70.2358,26.3516,0.05,0.0316,32.1597,69.6418,61.1492,2.2722,54.1962,55.0
100.0,68.5797,25.9858,0.05,0.0316,35.181,68.2916,61.1492,2.2762,54.1962,55.0
29.085,67.7516,25.7767,0.05,0.0228,40.6131,67.4095,61.1492,2.4047,56.5545,55.0
60.295,67.7516,26.1204,0.05,0.0248,38.782,69.4798,61.1492,2.3244,53.1881,55.0
100.0,66.6715,26.0505,0.05,0.0298,40.7352,67.9676,61.1492,2.2722,56.5545,55.0
31.8,66.6715,25.0389,0.05,0.0287,39.2398,67.9676,61.1492,2.4127,53.3681,55.0
70.84,66.6715,24.4513,0.05,0.0281,35.8218,69.2817,61.1492,2.2762,56.5545,55.0
100.0,65.3933,23.6576,0.05,0.0271,36.5848,67.9676,61.1492,2.2882,53.9262,55.0
40.32,65.3933,23.204,0.05,0.031,35.7913,67.9676,61.1492,2.3926,55.6364,55.0
60.765,66.2934,22.6784,0.05,0.0295,32.2208,69.5518,61.1492,2.3163,54.6463,55.0
100.0,65.2853,22.5098,0.05,0.0295,33.3499,68.4897,61.1492,2.3043,54.6463,55.0
33.555,65.2853,22.2969,0.05,0.0295,34.357,67.7696,61.1492,2.4006,55.4563,55.0
71.805,66.2934,22.2497,0.05,0.0271,30.3592,69.5158,61.1492,2.2722,53.5662,55.0
100.0,64.8353,21.6733,0.05,0.0294,33.1363,67.8056,61.1492,2.2923,56.0144,55.0
54.76,64.8353,21.6206,0.05,0.0246,32.3428,67.8056,61.1492,2.3966,54.1962,55.0
39.14,65.8434,20.9915,0.05,0.0222,28.4671,69.4077,61.1492,2.3284,56.3744,55.0
100.0,64.7453,20.7056,0.05,0.0271,29.0775,68.1656,61.1492,2.2722,54.5563,55.0
70.335,64.7453,20.3625,0.05,0.0258,29.6878,67.3375,61.1492,2.3886,56.1044,55.0
35.05,65.5734,20.5844,0.05,0.0249,26.4835,69.0477,61.1492,2.3766,53.0981,55.0
100.0,64.8353,20.2481,0.05,0.0265,26.4835,69.0477,61.1492,2.3003,56.1044,55.0
71.745,63.8272,20.1909,0.05,0.0309,28.6197,67.2115,61.1492,2.3966,54.1962,55.0
31.515,65.5734,20.2847,0.05,0.0268,25.1712,69.6418,61.1492,2.3645,56.4644,55.0
94.835,64.7453,20.2847,0.05,0.024,25.9036,69.6418,61.1492,2.2802,54.1062,55.0
100.0,63.2871,20.052,0.05,0.0245,29.047,67.3735,61.1492,2.3083,54.1062,55.0
47.435,63.2871,19.7612,0.05,0.0257,27.46,67.3735,61.1492,2.3966,56.3744,55.0
52.54,64.8353,19.4308,0.05,0.0263,23.4012,69.4077,61.1492,2.3525,53.9262,55.0
100.0,64.1152,19.0653,0.05,0.0263,23.92,68.6157,61.1492,2.3123,53.9262,55.0
100.0,63.0171,19.1424,0.05,0.0303,26.6971,67.1035,61.1492,2.3123,56.2844,55.0
42.36,64.4753,19.1424,0.05,0.0321,23.8895,68.7597,61.1492,2.3685,53.4762,55.0
88.795,64.4753,18.7963,0.05,0.031,23.2791,68.7597,61.1492,2.2722,54.2862,55.0
100.0,62.6571,18.7386,0.05,0.0316,26.0867,67.3015,61.1492,2.3083,56.1044,55.0
32.495,63.3771,18.5977,0.05,0.0306,24.9881,67.3015,61.1492,2.3886,53.8362,55.0
60.955,64.2952,18.5977,0.05,0.0284,22.6688,69.2457,61.1492,2.3083,53.8362,55.0
91.885,63.6472,18.1893,0.05,0.0323,21.3871,69.2457,61.1492,2.2882,54.9163,55.0
100.0,62.7471,18.1321,0.05,0.0307,22.3636,67.8596,61.1492,2.2882,54.1962,55.0
54.89,62.7471,17.9034,0.05,0.0333,22.3636,67.8596,61.1492,2.3846,54.1962,55.0
51.735,64.0072,17.9888,0.05,0.0269,20.3189,69.4077,61.1492,2.3525,55.3663,55.0
100.0,63.2871,17.789,0.05,0.0284,20.8988,69.4077,61.1492,2.3043,56.2844,55.0
94.835,62.099,17.758,0.05,0.0321,23.2181,67.3375,61.1492,2.3123,55.5464,55.0
29.5,63.6472,17.758,0.05,0.0327,20.6852,69.0477,61.1492,2.3565,55.5464,55.0
80.23,63.6472,17.8414,0.05,0.032,20.1053,69.0477,61.1492,2.2682,54.1962,55.0
100.0,62.279,17.758,0.05,0.032,22.1195,67.7336,61.1492,2.2842,55.0063,55.0
26.86,62.279,17.3887,0.05,0.0294,21.0208,67.7336,61.1492,2.3966,53.9262,55.0
60.11,63.3771,17.1599,0.05,0.0312,17.6029,69.6058,61.1492,2.3043,55.5464,55.0
100.0,62.5491,17.0243,0.05,0.0324,18.3658,68.5257,61.1492,2.2842,54.2862,55.0
48.165,62.5491,16.9884,0.05,0.0329,20.38,67.5356,61.1492,2.4047,55.0063,55.0
40.43,63.2871,16.9884,0.05,0.0295,17.8165,69.3177,61.1492,2.3565,55.0063,55.0
100.0,63.2871,16.9505,0.05,0.033,18.4269,69.3177,61.1492,2.2842,55.9244,55.0
100.0,61.4689,16.9505,0.05,0.0323,21.2039,67.1035,61.1492,2.3163,55.9244,55.0
20.615,62.5491,16.9505,0.05,0.0332,19.4645,68.4897,61.1492,2.3886,54.7363,55.0
95.345,62.5491,16.9505,0.05,0.0332,18.7015,68.4897,61.1492,2.3043,53.6562,55.0
100.0,61.2889,16.8351,0.05,0.0342,20.9598,67.2115,61.1492,2.3244,54.2862,55.0
23.955,62.5491,16.8351,0.05,0.0335,19.5865,68.1296,61.1492,2.4047,54.2862,55.0
61.135,62.5491,16.7198,0.05,0.0321,17.9081,69.3537,61.1492,2.3123,55.6364,55.0
99.885,62.5491,16.7361,0.05,0.0321,18.9457,68.6517,61.1492,2.2842,55.6364,55.0
62.72,61.4689,16.4582,0.05,0.0321,20.9293,67.1755,61.1492,2.3966,54.5563,55.0
26.905,62.8371,16.3408,0.05,0.0321,18.0606,69.0477,61.1492,2.3685,55.9244,55.0
100.0,62.189,16.2707,0.05,0.033,19.1288,69.0477,61.1492,2.2762,54.9163,55.0
100.0,61.1989,16.3408,0.05,0.0323,20.8072,67.0135,61.1492,2.3324,55.6364,55.0
32.21,62.369,16.1648,0.05,0.0316,18.1827,68.6157,61.1492,2.3725,54.9163,55.0
62.355,62.369,16.1648,0.05,0.0332,17.2672,68.6157,61.1492,2.3284,54.9163,55.0
94.805,62.369,16.1648,0.05,0.0332,17.6639,68.6157,61.1492,2.2882,56.0144,55.0
100.0,61.0909,16.1648,0.05,0.0344,18.8846,67.8596,61.1492,2.3204,56.0144,55.0
25.415,62.189,16.0475,0.05,0.0344,18.1827,68.5617,61.1492,2.4006,54.8263,55.0
79.44,62.8371,16.0475,0.05,0.0339,17.0536,69.4437,61.1492,2.2842,54.8263,55.0
100.0,61.739,16.1648,0.05,0.0339,18.4879,68.2916,61.1492,2.2842,54.8263,55.0
56.83,61.739,16.1648,0.05,0.0323,19.5255,67.5716,61.1492,2.4047,54.8263,55.0
40.41,63.3771,16.0962,0.05,0.0352,17.3587,69.2457,61.1492,2.3565,54.8263,55.0
91.255,63.3771,16.0962,0.05,0.0336,16.7484,69.2457,61.1492,2.2802,54.8263,55.0
100.0,62.279,15.9122,0.05,0.0352,16.7484,68.4897,61.1492,2.3083,53.8362,55.0
36.215,62.279,15.7969,0.05,0.0339,17.5419,67.4635,61.1492,2.4006,53.8362,55.0
39.47,63.8272,15.9122,0.05,0.0355,15.5582,69.2457,61.1492,2.3605,53.8362,55.0
88.83,63.8272,16.0276,0.05,0.0342,15.5582,69.2457,61.1492,2.3204,54.3762,55.0
100.0,62.5491,16.143,0.05,0.0333,17.3282,67.6616,61.1492,2.3204,55.9244,55.0
22.705,63.2871,16.1306,0.05,0.0307,17.6029,67.6616,61.1492,2.4047,55.9244,55.0
51.51,64.6553,16.3593,0.05,0.0301,15.5887,69.7498,61.1492,2.3204,55.9244,55.0
100.0,64.0072,16.4006,0.05,0.0306,16.077,68.4897,61.1492,2.2802,54.0162,55.0
98.465,64.0072,16.4006,0.05,0.0294,17.9081,67.6976,61.1492,2.3204,54.0162,55.0
28.865,64.8353,16.4737,0.05,0.0284,17.9081,67.6976,61.1492,2.3966,55.0063,55.0
76.555,64.8353,16.6841,0.05,0.0336,16.6263,69.4798,61.1492,2.2762,56.4644,55.0
100.0,63.6472,16.874,0.05,0.0329,17.6029,67.9676,61.1492,2.3123,54.1062,55.0
41.865,64.4753,17.002,0.05,0.0341,17.786,67.9676,61.1492,2.4006,56.1044,55.0
46.055,65.5734,17.1944,0.05,0.0349,16.0465,69.8398,61.1492,2.3163,54.9163,55.0
100.0,64.1152,17.3392,0.05,0.0342,17.7555,67.8596,61.1492,2.3123,54.0162,55.0
34.15,64.1152,17.5912,0.05,0.0336,18.4574,67.8596,61.1492,2.3966,56.6445,55.0
45.77,65.3933,17.8701,0.05,0.0353,16.4127,69.3537,61.1492,2.3565,54.6463,55.0
96.8,65.3933,17.9258,0.05,0.0338,17.0231,69.3537,61.1492,2.2682,55.5464,55.0
87.34,63.8272,18.1693,0.05,0.0297,19.0677,67.3375,61.1492,2.3324,55.5464,55.0
17.01,65.8434,18.3715,0.05,0.0307,16.5958,69.2457,61.1492,2.3806,54.8263,55.0
100.0,65.8434,18.5558,0.05,0.0326,17.0536,69.2457,61.1492,2.2722,54.8263,55.0
83.905,63.6472,18.571,0.05,0.0344,19.0372,66.7435,61.1492,2.3565,55.4563,55.0
19.665,65.3933,18.5842,0.05,0.0344,16.5653,68.9217,61.1492,2.3886,56.0144,55.0
72.48,65.3933,18.6384,0.05,0.035,15.8634,68.9217,61.1492,2.2601,55.3663,55.0
100.0,63.7372,18.7469,0.05,0.035,18.4269,67.3375,61.1492,2.2842,53.9262,55.0
55.815,63.7372,18.5515,0.05,0.0341,18.4269,67.3375,61.1492,2.3966,55.7264,55.0
34.87,65.1053,18.488,0.05,0.0321,17.1451,68.6157,61.1492,2.3926,55.7264,55.0
55.495,65.1053,18.4757,0.05,0.0316,15.7108,69.7138,61.1492,2.3244,54.3762,55.0
100.0,63.2871,18.4757,0.05,0.0345,17.847,68.0036,61.1492,2.3043,55.5464,55.0
61.515,63.2871,18.3673,0.05,0.0339,18.3658,68.0036,61.1492,2.4006,55.5464,55.0
42.34,63.2871,18.2426,0.05,0.0349,17.2062,68.9217,61.1492,2.3605,56.1944,55.0
91.195,63.2871,18.0785,0.05,0.0349,17.2062,68.9217,61.1492,2.3003,54.6463,55.0
100.0,61.649,17.8701,0.05,0.0358,19.7696,67.3375,61.1492,2.2963,53.8362,55.0
43.36,61.649,17.7326,0.05,0.0327,19.2813,68.1656,61.1492,2.3966,54.6463,55.0
63.82,63.0171,17.4244,0.05,0.0345,17.725,69.4437,61.1492,2.2923,54.6463,55.0
100.0,61.829,17.4244,0.05,0.0345,18.4269,68.3276,61.1492,2.3083,54.6463,55.0
58.73,61.829,17.3687,0.05,0.035,18.6405,67.6076,61.1492,2.4087,54.6463,55.0
42.57,62.9271,17.1754,0.05,0.0355,15.5887,69.7498,61.1492,2.3404,54.6463,55.0
100.0,61.919,16.568,0.05,0.0345,16.1991,68.4536,61.1492,2.2842,54.6463,55.0
100.0,60.6409,16.5331,0.05,0.0358,17.6334,67.2115,61.1492,2.3003,55.2763,55.0
45.305,62.009,16.366,0.05,0.0358,15.8939,68.6877,61.1492,2.3766,55.2763,55.0
87.05,62.009,16.2545,0.05,0.0345,15.1615,69.4437,61.1492,2.2923,53.9262,55.0
100.0,60.3708,16.3276,0.05,0.0356,17.6029,67.3375,61.1492,2.3003,55.7264,55.0
33.135,61.649,16.2152,0.05,0.0349,16.0465,68.4176,61.1492,2.3926,54.5563,55.0
68.505,61.649,15.9203,0.05,0.0349,15.0699,69.2457,61.1492,2.3083,55.2763,55.0
100.0,61.649,15.8646,0.05,0.0349,15.6803,69.2457,61.1492,2.3204,55.2763,55.0
83.59,59.9208,15.8646,0.05,0.0361,17.6944,66.7075,61.1492,2.4127,54.6463,55.0
46.065,60.7309,15.7532,0.05,0.0361,15.8329,68.1656,61.1492,2.3926,54.6463,55.0
55.755,60.7309,15.5303,0.05,0.0335,14.6122,69.2817,61.1492,2.3123,54.6463,55.0
100.0,60.7309,15.4189,0.05,0.0329,14.6122,69.2817,61.1492,2.3043,55.5464,55.0
100.0,59.6508,15.3632,0.05,0.0362,16.1381,66.8695,61.1492,2.3123,54.6463,55.0
43.98,60.7309,15.3632,0.05,0.0362,15.0699,67.8056,61.1492,2.3966,54.6463,55.0
57.945,60.7309,14.9787,0.05,0.0362,13.422,69.2817,61.1492,2.3444,54.6463,55.0
98.76,60.7309,14.9787,0.05,0.0356,13.6356,69.2817,61.1492,2.3043,54.6463,55.0
91.91,59.4527,14.7565,0.05,0.0356,15.2225,67.1395,61.1492,2.3444,55.2763,55.0
33.09,61.0909,14.7565,0.05,0.0356,12.9642,69.1557,61.1492,2.3444,55.2763,55.0
93.585,61.0909,14.6431,0.05,0.0368,13.3915,69.1557,61.1492,2.2842,55.2763,55.0
100.0,59.7408,14.5297,0.05,0.0368,14.8258,68.0036,61.1492,2.2963,55.2763,55.0
60.605,59.7408,14.4149,0.05,0.0361,15.3141,68.0036,61.1492,2.3886,54.1962,55.0
55.07,60.7309,14.2395,0.05,0.0361,13.8187,69.6418,61.1492,2.2842,55.7264,55.0
100.0,60.0108,14.0665,0.05,0.0361,15.0394,68.6517,61.1492,2.2923,55.7264,55.0
100.0,58.8227,14.1183,0.05,0.0361,16.8705,66.8695,61.1492,2.3083,54.9163,55.0
35.755,59.9208,13.9355,0.05,0.033,15.8939,67.9676,61.1492,2.3846,54.9163,55.0
65.545,59.9208,13.8181,0.05,0.0335,15.0089,68.9217,61.1492,2.3163,55.6364,55.0
81.805,59.9208,13.5712,0.05,0.0352,14.4596,68.9217,61.1492,2.2842,55.6364,55.0
98.15,59.9208,13.4529,0.05,0.0371,14.9784,68.9217,61.1492,2.2842,55.6364,55.0
90.265,58.2826,13.2597,0.05,0.0359,17.0231,66.8695,61.1492,2.3404,55.6364,55.0
41.365,60.1008,13.2431,0.05,0.0359,14.4291,69.4437,61.1492,2.3324,55.6364,55.0
100.0,60.1008,13.0435,0.05,0.0359,14.9784,69.4437,61.1492,2.2842,55.6364,55.0
100.0,59.0027,13.0435,0.05,0.0359,15.7108,67.9316,61.1492,2.3003,55.6364,55.0
86.595,59.0027,12.9222,0.05,0.0321,16.2601,67.9316,61.1492,2.3364,55.0063,55.0
49.825,59.6508,12.9222,0.05,0.033,15.5887,67.9316,61.1492,2.3806,55.0063,55.0
57.045,60.5509,12.8822,0.05,0.0336,13.9103,69.1197,61.1492,2.3324,55.0063,55.0
78.585,60.5509,12.9222,0.05,0.0327,12.659,69.1197,61.1492,2.2762,55.0063,55.0
100.0,59.2727,12.9615,0.05,0.0345,11.652,67.9676,61.1492,2.3003,55.0063,55.0
62.005,59.2727,12.9205,0.05,0.0352,10.1871,67.9676,61.1492,2.3605,55.0063,55.0
69.44,60.3708,12.8385,0.05,0.0361,8.9359,69.4437,61.1492,2.2802,55.0063,55.0
100.0,59.0927,12.8385,0.05,0.0361,9.943,68.0576,61.1492,2.2923,55.0063,55.0
65.985,59.0927,12.6058,0.05,0.0361,10.3092,67.3735,61.1492,2.3806,55.0063,55.0
63.8,60.3708,12.5476,0.05,0.0361,8.3866,69.4077,61.1492,2.2802,55.0063,55.0
100.0,59.0927,12.3149,0.05,0.0315,9.2411,68.3276,61.1492,2.2882,56.1044,55.0
86.11,59.0927,12.1986,0.05,0.0385,10.767,67.1755,61.1492,2.4006,54.9163,55.0
30.55,59.0927,12.024,0.05,0.0385,9.9735,68.3636,61.1492,2.3766,54.9163,55.0
75.435,60.0108,11.9077,0.05,0.0359,9.4547,69.6058,61.1492,2.2882,54.9163,55.0
100.0,58.7327,11.8235,0.05,0.0471,10.9806,67.6976,61.1492,2.3324,56.0144,55.0
40.94,59.4527,11.7061,0.05,0.0582,10.9806,67.6976,61.1492,2.4047,53.7462,55.0
66.295,60.4608,11.5598,0.05,0.0582,10.0345,69.3177,61.1492,2.3204,56.3744,55.0
100.0,60.4608,11.4702,0.05,0.0483,10.1566,69.3177,61.1492,2.2842,54.1062,55.0
100.0,60.4608,11.4702,0.05,0.0527,11.774,67.4635,61.1492,2.3244,56.1944,55.0
20.34,61.1989,11.5895,0.05,0.048,11.774,67.4635,61.1492,2.4087,54.8263,55.0
84.035,62.6571,11.619,0.05,0.0579,9.9125,69.3177,61.1492,2.3284,54.8263,55.0
100.0,61.4689,11.8235,0.05,0.0602,10.9806,67.1755,61.1492,2.3244,55.8344,55.0
13.385,62.6571,12.163,0.05,0.0587,8.7833,67.9676,61.1492,2.4047,54.7363,55.0
38.86,63.7372,12.3561,0.05,0.0597,6.6166,69.6778,61.1492,2.3645,54.0162,55.0
100.0,63.7372,12.5924,0.05,0.0608,7.5626,68.4176,61.1492,2.3204,55.0063,55.0
55.01,63.7372,12.8251,0.05,0.0599,8.5087,67.1395,61.1492,2.4127,55.0063,55.0
11.255,64.8353,13.3781,0.05,0.0623,6.8912,69.4437,61.1492,2.4006,55.0063,55.0
100.0,64.8353,13.5442,0.05,0.0623,7.5626,69.4437,61.1492,2.3123,55.0063,55.0
47.88,64.8353,13.9725,0.05,0.0623,9.119,67.2115,61.1492,2.4127,55.9244,55.0
12.865,66.0234,14.2387,0.05,0.021,7.2575,69.6418,61.1492,2.3605,53.4762,55.0
100.0,65.1953,14.5582,0.05,0.0603,8.173,68.3636,61.1492,2.3123,54.9163,55.0
26.69,65.1953,14.8244,0.05,0.0603,8.0814,67.4635,61.1492,2.4087,55.5464,55.0
14.525,66.5635,15.4101,0.05,0.05,5.8231,69.5158,61.1492,2.3926,53.8362,55.0
100.0,65.8434,15.6052,0.05,0.0492,5.4569,68.6157,61.1492,2.3043,56.6445,55.0
21.2,65.8434,15.9,0.05,0.0492,5.8536,67.4635,61.1492,2.4127,53.5662,55.0
42.86,66.7615,16.109,0.05,0.0582,4.6635,69.4437,61.1492,2.3645,55.7264,55.0
100.0,65.8434,16.235,0.05,0.0469,5.3349,68.6517,61.1492,2.2802,54.7363,55.0
77.405,65.1053,16.3365,0.05,0.0434,7.1049,67.2115,61.1492,2.3806,54.7363,55.0
0.49,66.1134,16.692,0.05,0.0416,6.3724,68.9577,61.1492,2.3886,53.8362,55.0
96.145,66.1134,16.7224,0.05,0.0484,6.3724,68.9577,61.1492,2.2682,56.0144,55.0
92.31,65.1953,17.1607,0.05,0.0469,7.6847,66.7435,61.1492,2.3204,54.1062,55.0
3.595,66.2034,16.8913,0.05,0.046,6.1283,68.4897,61.1492,2.3926,55.2763,55.0
87.935,66.2034,16.9508,0.05,0.0428,5.1823,69.2817,61.1492,2.2882,56.2844,55.0
98.61,64.8353,17.0464,0.05,0.0413,6.2504,67.0135,61.1492,2.3284,53.9262,55.0
28.995,64.8353,17.0464,0.05,0.0349,5.4264,68.0036,61.1492,2.3886,55.5464,55.0
37.545,66.3834,17.2329,0.05,0.0336,4.0836,69.7498,61.1492,2.3605,53.7462,55.0
100.0,65.1053,17.1425,0.05,0.035,4.9686,68.4536,61.1492,2.2963,54.8263,55.0
42.39,65.1053,17.2363,0.05,0.0307,5.579,67.6616,61.1492,2.3846,56.5545,55.0
47.355,66.1134,17.0464,0.05,0.0373,4.0226,69.8758,61.1492,2.3364,54.0162,55.0
